replication,call_started,call_answered,call_ended,call_type
92,144.90871388000642,144.90871388000642,253.04885215533204,1
92,446.6860850558201,446.6860850558201,490.9948450806342,1
92,0,0,515.1101832821138,2
92,564.1481727412245,564.1481727412245,568.5158219394957,1
92,1287.0590565357577,1287.0590565357577,1330.9509410160845,1
92,1199.4692146647958,1199.4692146647958,1735.3844463692756,1
92,2027.1967321510867,2027.1967321510867,2101.6477980566474,1
92,1082.0365783792597,1082.0365783792597,2269.7088611589265,1
92,2086.937406787146,2086.937406787146,2370.5632611250985,1
92,2420.759192638925,2420.759192638925,2428.8940047291517,1
92,2257.9648055142075,2257.9648055142075,2822.255483197283,2
92,2862.982218910545,2862.982218910545,2903.1956514736457,1
92,2001.3600467150675,2001.3600467150675,3137.6294293245987,1
92,2628.297439808269,2628.297439808269,3168.5429610319557,0
92,3104.3708940981455,3104.3708940981455,3247.0575311956195,1
92,3380.7716232637235,3380.7716232637235,3382.8350283385457,1
92,3379.164859300937,3379.164859300937,3433.320882387442,2
92,3630.340988711433,3630.340988711433,3777.2004238037994,1
92,2962.370534548221,2962.370534548221,3872.8244323398153,1
92,3681.2083148515253,3681.2083148515253,3891.2744228573406,1
92,3857.778013496572,3872.8244323398153,3899.699814080782,1
92,3567.8043955813637,3567.8043955813637,3955.408851211979,2
92,3794.1949060851316,3794.1949060851316,4219.177556978093,1
92,4222.996666752661,4222.996666752661,4230.915852387137,1
92,4350.287957206413,4350.287957206413,4507.032954080285,0
92,3996.2551661207053,3996.2551661207053,4631.147669878834,2
92,4610.135588549553,4610.135588549553,5181.664824022457,1
92,4857.355087756699,4857.355087756699,5256.340372407716,1
92,5423.152380349455,5423.152380349455,5601.404562897384,2
92,5397.837531250656,5397.837531250656,5763.709487402267,1
92,5843.748732145261,5843.748732145261,5900.654351614244,2
92,5647.966064329793,5647.966064329793,5937.809758131091,1
92,6004.738949296149,6004.738949296149,6021.716903208879,1
92,6614.710766562399,6614.710766562399,6807.36260646085,1
92,5893.475811390531,5893.475811390531,6855.024150934034,2
92,7115.695720501066,7115.695720501066,7162.8521919071645,1
92,7323.174975440291,7323.174975440291,7399.5662448377625,0
92,7383.72222919801,7383.72222919801,7480.50392737337,1
92,7297.971638746351,7297.971638746351,7618.2717352929085,1
92,7813.854827556963,7813.854827556963,7856.548904137024,0
92,8148.599737202505,8148.599737202505,8248.86144558332,1
92,7781.029154666598,7781.029154666598,8373.899901784587,1
92,8254.178949078692,8254.178949078692,8477.199727791027,0
92,8039.958076924854,8039.958076924854,8787.241756998224,2
92,8972.016494084364,8972.016494084364,9005.317234659718,2
92,8602.359125539051,8602.359125539051,9178.44160324371,1
92,9434.393428802981,9434.393428802981,9513.888271870845,1
92,9428.588616025514,9428.588616025514,9933.423499935881,1
92,9850.017831406542,9933.423499935881,9947.085156819012,1
92,9531.422509196658,9531.422509196658,9965.989874191113,1
92,9748.67768055623,9748.67768055623,9989.115356579347,1
92,9326.558611653885,9326.558611653885,10106.42725732465,1
92,10241.008565055634,10241.008565055634,10246.217389666259,2
92,10095.918504513691,10095.918504513691,10316.362258983774,0
92,10337.075046972976,10337.075046972976,10406.138233131414,2
92,10301.276438562447,10301.276438562447,10710.928281843955,1
92,10426.10837611149,10426.10837611149,10842.695330660172,1
92,10721.054915760113,10721.054915760113,10867.664334159845,1
92,10747.14883726795,10747.14883726795,10987.352142872296,1
92,10909.740993663892,10909.740993663892,11063.555438753852,2
92,11072.857260811948,11072.857260811948,11294.649653831197,1
92,11399.543970559447,11399.543970559447,11467.856448209091,0
92,11228.525357261065,11228.525357261065,11597.459082286341,1
92,11003.111018726768,11003.111018726768,11957.558737298183,2
92,11617.84055607951,11617.84055607951,12094.147262845489,2
92,12976.033873411654,12976.033873411654,13095.856676624868,0
92,13194.16483182227,13194.16483182227,13202.334694755122,0
92,12489.384767716925,12489.384767716925,13321.058716014066,1
92,13224.246170064198,13224.246170064198,13452.366194837017,2
92,13758.10031048596,13758.10031048596,13808.340267172714,2
92,13480.894199351673,13480.894199351673,13856.623472997338,2
92,14520.690145010663,14520.690145010663,14609.482167955257,1
92,15229.218495623405,15229.218495623405,15304.931766946891,1
92,15682.157380209708,15682.157380209708,15756.503759028665,1
92,15796.562695277806,15796.562695277806,16106.613662376461,0
92,16324.727412016944,16324.727412016944,16535.577810760165,1
92,16408.016986196177,16408.016986196177,16657.58887582839,1
92,16500.840004972037,16500.840004972037,16658.402355349,2
92,16688.488167252952,16688.488167252952,16757.339158668063,2
92,16416.056909521216,16416.056909521216,17001.745085445105,0
92,17014.021284805705,17014.021284805705,17137.95686472762,1
92,16955.34846468683,16955.34846468683,17878.592681371556,0
92,17717.641575517235,17717.641575517235,17904.8811312412,2
92,17669.977948100746,17669.977948100746,18015.582737837187,1
92,18219.712873153185,18219.712873153185,18307.433455696642,0
92,19706.83106874108,19706.83106874108,19887.006622030454,0
92,20523.72821024601,20523.72821024601,20879.746798838332,0
92,20935.987373981367,20935.987373981367,21026.07609825998,2
92,20747.916485805923,20747.916485805923,21075.839783353338,1
92,21502.114308912194,21502.114308912194,21622.94822628414,2
92,21631.22898663037,21631.22898663037,22001.931738120093,1
92,22094.69222257021,22094.69222257021,22415.610950894228,0
92,22950.39385341888,22950.39385341888,23051.14547667,1
92,23316.741782571997,23316.741782571997,23448.268673467785,1
92,23038.484681792215,23038.484681792215,23462.43678147365,1
92,23376.06549005833,23448.268673467785,23565.314234254518,0
92,23774.95786772399,23774.95786772399,23835.102227137304,1
92,23882.142074449283,23882.142074449283,23921.555765331806,2
92,23307.10300922475,23307.10300922475,24101.011276170146,1
92,23086.207288941772,23086.207288941772,24105.959848567465,0
92,24096.472913131794,24096.472913131794,24106.905825027596,1
92,24755.606532557416,24755.606532557416,24856.165834979965,1
92,24811.09568066229,24811.09568066229,24923.86151050214,2
92,25073.85369517271,25073.85369517271,25151.82154042122,1
92,25052.275124260108,25052.275124260108,25260.721945480094,1
92,25419.348183935756,25419.348183935756,25981.246795933348,2
92,25977.719873574973,25977.719873574973,26052.124852232075,1
92,26160.40503248617,26160.40503248617,26210.876877649567,1
92,26144.54289111127,26144.54289111127,26278.17589148601,1
92,26631.276406824174,26631.276406824174,26719.962845275997,2
92,26410.05862523877,26410.05862523877,26729.012196279153,2
92,26650.68461681872,26650.68461681872,26774.570271105385,1
92,26937.552963190723,26937.552963190723,27018.526370403943,1
92,27333.046779553806,27333.046779553806,27353.84544884561,0
92,27123.373307600887,27123.373307600887,27490.03936881986,2
92,27437.621335363605,27437.621335363605,27540.23435694764,1
92,27591.49985732559,27591.49985732559,27649.32446245281,2
92,27569.54539070235,27569.54539070235,28183.267859692776,0
92,27563.92116483362,27563.92116483362,28342.082813698577,1
92,28639.17308014442,28639.17308014442,28870.814874283085,2
92,29186.392062940675,29186.392062940675,29236.158825325627,0
92,29240.83460780713,29240.83460780713,29297.08933845773,0
92,29575.054566873412,29575.054566873412,29646.490939031137,0
92,29295.642863753113,29295.642863753113,29666.125472788506,0
92,29505.267575222195,29505.267575222195,29699.979117007453,0
92,29688.82798750427,29688.82798750427,29746.81221553243,1
92,29305.00188203325,29305.00188203325,29884.63487275063,0
92,30092.42505648363,30092.42505648363,30445.956398916358,2
92,30892.13454770086,30892.13454770086,30931.669144909625,2
92,31076.78929269735,31076.78929269735,31108.72497800637,1
92,30805.89274924238,30805.89274924238,31131.939334433966,1
92,31083.57565164432,31108.72497800637,31178.804166962105,1
92,30201.329692193474,30201.329692193474,31349.14413383038,1
92,31119.718974135478,31131.939334433966,31360.748865032823,2
92,30534.95818209299,30534.95818209299,31399.869342734186,2
92,31303.20536976381,31303.20536976381,31516.817578753635,0
92,31372.29799471013,31372.29799471013,32063.23398075171,1
92,32020.710128858896,32020.710128858896,32358.18005193726,0
92,31894.25648482579,31894.25648482579,32391.547760905905,0
92,31940.10533578645,31940.10533578645,32503.980285816848,1
92,32497.233054367356,32497.233054367356,32519.20453123032,2
92,32489.73630298624,32489.73630298624,32530.084294713128,1
92,32505.298294578497,32505.298294578497,32655.90315560121,2
92,32249.167692601644,32249.167692601644,32819.45480248238,1
92,33304.58449780621,33304.58449780621,33504.96544784456,1
92,32903.307449400905,32903.307449400905,33612.962275597885,1
92,33592.706095565176,33592.706095565176,33885.180056784724,2
92,34189.03212140995,34189.03212140995,34522.50974360742,2
92,34110.65762291218,34110.65762291218,34570.93242918264,2
92,34453.004400974205,34453.004400974205,34659.46311893803,1
92,34115.83382376829,34115.83382376829,34659.88326872289,1
92,34655.1836260296,34655.1836260296,34737.6371204605,1
92,34850.25200335388,34850.25200335388,34882.94530328656,1
92,35388.94709784674,35388.94709784674,35431.42047607234,0
92,35153.36760336359,35153.36760336359,35432.90995991654,0
92,35457.16771560711,35457.16771560711,35520.38510259863,2
92,35272.01525204212,35272.01525204212,35712.928264895316,1
92,35582.82624995135,35582.82624995135,35993.05143781085,1
93,0,0,91.4683637627239,2
93,566.8375443058936,566.8375443058936,682.9082078354006,1
93,77.58835268916782,77.58835268916782,686.6581904457711,0
93,932.3028856776655,932.3028856776655,1156.5174334959738,0
93,1098.186612310512,1156.5174334959738,1205.2435199027532,0
93,311.65628479521257,311.65628479521257,1226.0674043954002,1
93,983.1116113947467,983.1116113947467,1476.7054847149698,0
93,1236.060858805117,1236.060858805117,1553.7420481926818,1
93,1440.3770427420825,1476.7054847149698,1563.2259376522138,1
93,1636.2791316630264,1636.2791316630264,1766.0689908554575,2
93,1107.1777588498403,1205.2435199027532,1782.66075037668,1
93,1039.0553375695997,1039.0553375695997,2170.027755047758,1
93,1990.6642729102296,1990.6642729102296,2202.9637425162628,1
93,1985.0434847350098,1985.0434847350098,2215.0183123581432,1
93,2314.231038160484,2314.231038160484,2394.8134872593746,1
93,2283.7929149458328,2283.7929149458328,2634.2274467003185,1
93,2064.3988289906274,2064.3988289906274,2680.35313825208,0
93,2646.171478621199,2646.171478621199,2980.089660847419,1
93,2760.9214657691573,2760.9214657691573,3215.9800701286576,1
93,3017.5892856866167,3017.5892856866167,3453.374833486255,0
93,3453.8755907994328,3453.8755907994328,3498.1436027551113,1
93,2734.6607425838993,2734.6607425838993,3538.364426569431,1
93,3643.7081765089715,3643.7081765089715,3790.4613317190774,2
93,4113.667957298717,4113.667957298717,4407.708353026548,2
93,4456.316990086003,4456.316990086003,4477.636765635242,2
93,4430.190072936337,4430.190072936337,5049.802226784626,1
93,5056.771400455673,5056.771400455673,5289.662730018384,1
93,5440.192746663699,5440.192746663699,5523.518751875476,0
93,5944.753942063692,5944.753942063692,6068.862206383719,1
93,6053.440005051345,6053.440005051345,6430.976175042899,0
93,6329.484311076827,6430.976175042899,6433.128901563156,1
93,6298.838224748188,6298.838224748188,6481.683808711464,1
93,6172.691979458719,6172.691979458719,6489.28817733901,1
93,5772.271722830883,5772.271722830883,6645.422633932548,1
93,7010.398165210804,7010.398165210804,7026.389581527891,1
93,6977.718086428202,6977.718086428202,7067.511672003318,1
93,7699.424240583939,7699.424240583939,7908.9428171066675,2
93,6963.790286674216,6963.790286674216,8105.146238487916,2
93,7501.545916926629,7501.545916926629,8160.2965126740455,1
93,7943.582628941227,8105.146238487916,8325.424076829686,2
93,8012.8783898158335,8160.2965126740455,8386.042461302275,0
93,8272.266200478933,8325.424076829686,8464.426000798956,0
93,7887.08309960696,7908.9428171066675,8637.44634630179,1
93,7295.8902530380465,7295.8902530380465,8745.867629759028,2
93,8733.624989672871,8733.624989672871,8850.039506149484,1
93,8776.298180774049,8776.298180774049,9223.351221268878,1
93,8760.431011926363,8760.431011926363,9247.113082672115,2
93,8896.559222213953,8896.559222213953,9463.708914908464,0
93,9285.755435130055,9285.755435130055,9652.021150402988,2
93,9156.889685397004,9156.889685397004,10104.411428240053,1
93,10273.097710111828,10273.097710111828,10405.161475095909,1
93,10022.07139578727,10022.07139578727,10576.23298331742,1
93,9635.375761052199,9635.375761052199,11163.608994810405,0
93,10759.957130615141,10759.957130615141,11402.978276709522,2
93,11643.97077364864,11643.97077364864,11671.492435928358,0
93,11801.591072063386,11801.591072063386,11807.289718296195,0
93,11857.669253934308,11857.669253934308,11883.89596814031,1
93,11737.679471883457,11737.679471883457,11884.560496347529,0
93,11886.737013305086,11886.737013305086,11948.630372534459,1
93,11197.041028433801,11197.041028433801,12237.503869895285,1
93,11488.68763005978,11488.68763005978,12271.563638647864,1
93,12394.479080788427,12394.479080788427,12584.839749424404,0
93,12224.714264028791,12224.714264028791,12586.147700802576,1
93,12702.32004628475,12702.32004628475,12728.88480886437,1
93,12731.86996240681,12731.86996240681,13029.390292868642,1
93,13093.434182743164,13093.434182743164,13159.194774206411,2
93,13090.742962625576,13090.742962625576,13357.990971831996,2
93,13594.73248680944,13594.73248680944,13674.344697537317,0
93,13533.904505956534,13533.904505956534,13894.482039054614,2
93,13648.278764271827,13648.278764271827,13898.33053508862,2
93,13599.111290880159,13599.111290880159,13963.607382929938,2
93,13910.38981062532,13910.38981062532,14167.224765775818,1
93,14170.770783271624,14170.770783271624,14248.967949703267,1
93,14321.763690918695,14321.763690918695,14587.54110798293,2
93,14050.512473117875,14050.512473117875,14714.882009265795,1
93,14273.624756239618,14273.624756239618,14782.982979185068,0
93,14682.888792898722,14682.888792898722,14861.590043795122,1
93,14816.474023971232,14816.474023971232,14894.584763837815,0
93,14827.443841459037,14827.443841459037,14998.479294509241,2
93,14296.600588709789,14296.600588709789,15054.809401308536,2
93,15176.2155551558,15176.2155551558,15410.699593303254,0
93,15528.47175227511,15528.47175227511,15926.943925345091,1
93,15611.350006795561,15611.350006795561,15946.87125553009,1
93,15709.186239831588,15926.943925345091,16133.039117658753,2
93,15037.310654487952,15037.310654487952,16293.521790472134,1
93,15790.524412113746,15946.87125553009,16324.420578789879,1
93,16068.053499299946,16293.521790472134,16339.360301930146,1
93,16223.728275101676,16324.420578789879,16348.439752108441,0
93,16432.379885574654,16432.379885574654,16515.492193329315,1
93,15921.972944185512,16133.039117658753,16855.87610656374,0
93,15600.596698041509,15600.596698041509,16955.504630585783,0
93,17224.595744534712,17224.595744534712,17251.799584832686,1
93,17033.15705533114,17033.15705533114,17359.515954430215,1
93,17107.18359876622,17107.18359876622,17397.381275531883,1
93,17028.04571401155,17028.04571401155,17565.592256806132,1
93,17970.505188041407,17970.505188041407,18286.117867207464,2
93,18302.80734029602,18302.80734029602,18352.44610972678,2
93,18322.62992525587,18322.62992525587,18435.97869486348,0
93,18116.934717165044,18116.934717165044,18454.740427111174,1
93,18690.816209027602,18690.816209027602,18706.209392894754,2
93,18705.006389927206,18705.006389927206,18792.081390154846,1
93,18846.05097947761,18846.05097947761,18899.227547441602,2
93,18942.285086969914,18942.285086969914,19031.10004719975,1
93,19242.630995798416,19242.630995798416,19382.831455146756,1
93,19198.106826234398,19198.106826234398,19395.165983022165,1
93,19356.784012029493,19356.784012029493,19431.82666698959,2
93,19417.185399932965,19417.185399932965,19542.95282936231,2
93,19557.435978364578,19557.435978364578,19571.18184958545,1
93,19466.71537458999,19466.71537458999,19603.09949582092,1
93,19499.842974963907,19499.842974963907,19664.533364231713,2
93,19709.37494355535,19709.37494355535,19849.328684019212,1
93,19757.069245386487,19757.069245386487,20328.84798714943,2
93,20893.766067563265,20893.766067563265,20946.640148801616,1
93,19532.846182404865,19532.846182404865,20978.558749076852,1
93,21238.562582488943,21238.562582488943,21302.190877899804,1
93,21291.71058421781,21291.71058421781,21330.95275319427,0
93,21182.946364327647,21182.946364327647,21487.073196612277,1
93,21458.731012509368,21458.731012509368,21641.49096627897,2
93,22007.972087872422,22007.972087872422,22064.471987434143,0
93,21421.732912836454,21421.732912836454,22154.73907724069,0
93,22191.531613662173,22191.531613662173,22344.252308493873,1
93,21495.92357696886,21495.92357696886,22364.07808893438,1
93,22084.69857551052,22084.69857551052,22490.4036183641,1
93,22496.748462733623,22496.748462733623,22930.862696105,1
93,22877.01608315528,22877.01608315528,22944.132703007104,1
93,23355.06930214711,23355.06930214711,23418.06657695664,2
93,23380.936386069825,23380.936386069825,23429.712172564858,2
93,23555.551917778736,23555.551917778736,23576.07880892054,1
93,23354.50208929004,23354.50208929004,23638.51151500474,1
93,23438.730449609477,23438.730449609477,23640.420437038538,2
93,23714.555503000458,23714.555503000458,24021.41434615036,1
93,23672.700417274224,23672.700417274224,24163.918606028907,1
93,24171.029827829025,24171.029827829025,24269.273750200155,1
93,24132.29034474227,24132.29034474227,24341.397490086798,1
93,24052.90928668403,24052.90928668403,24469.785609943196,0
93,24740.082512000543,24740.082512000543,24953.410933239575,0
93,24479.320398857933,24479.320398857933,25102.934329851465,1
93,24972.25380590221,24972.25380590221,25145.214385289393,1
93,24970.596726293068,24970.596726293068,25675.427540430275,0
93,26002.40979259035,26002.40979259035,26017.304182742944,1
93,26166.34722163861,26166.34722163861,26204.41440053089,0
93,26034.730288858515,26034.730288858515,26319.664722285524,0
93,26022.090820749145,26022.090820749145,26456.798260826683,0
93,26368.401079981883,26368.401079981883,26486.627742323424,1
93,26383.26047207721,26383.26047207721,26783.639534665097,2
93,26705.481639956906,26705.481639956906,26933.22920032843,1
93,26987.118245177335,26987.118245177335,27036.255796144098,0
93,26931.4173303386,26931.4173303386,27091.716069888873,0
93,27103.854959359087,27103.854959359087,27228.493306960117,0
93,25842.377597035476,25842.377597035476,27313.275536021123,0
93,27321.086568532417,27321.086568532417,27362.70712783015,0
93,26679.226378447187,26679.226378447187,27445.622122724246,1
93,27758.294988155176,27758.294988155176,27783.790389649057,1
93,28220.691684346355,28220.691684346355,28733.60671238141,0
93,28698.748387017713,28698.748387017713,28860.867005600994,1
93,28842.58588777655,28842.58588777655,29002.484701549765,2
93,28876.691712574117,28876.691712574117,29071.101208627046,0
93,28952.98820124974,28952.98820124974,29580.858085684904,1
93,29649.16933600596,29649.16933600596,29728.554284521815,1
93,29745.239505492937,29745.239505492937,29887.55195292133,2
93,30057.90672896218,30057.90672896218,30073.338682753103,1
93,30384.598176931755,30384.598176931755,30525.933099399877,2
93,29977.043166590905,29977.043166590905,30653.523535594853,0
93,30584.381898443564,30584.381898443564,30667.33466988339,1
93,30482.066078422773,30482.066078422773,30947.3668437198,1
93,30515.23248501294,30515.23248501294,31193.960575062272,1
93,31332.54652461209,31332.54652461209,31472.457451948456,0
93,31097.926524694696,31097.926524694696,31647.00366039399,2
93,31395.49924553956,31472.457451948456,31694.107643131632,1
93,31369.79316670519,31369.79316670519,31805.314810096457,0
93,31709.423169019963,31709.423169019963,31829.5591834578,1
93,31740.683879446296,31740.683879446296,31995.190666574203,0
93,32002.403133831947,32002.403133831947,32207.007386315832,1
93,31079.421162170445,31079.421162170445,32272.50194169786,1
93,32340.261991822405,32340.261991822405,32623.962386324045,2
93,32093.637246274335,32093.637246274335,32663.999327206937,1
93,32285.977950313078,32285.977950313078,32686.01306753592,1
93,32044.78820081618,32044.78820081618,32963.996351054586,1
93,32861.3404728063,32861.3404728063,33358.314156442495,2
93,33283.1324929,33283.1324929,33376.46581011272,1
93,32747.718981325655,32747.718981325655,33490.23009721966,1
93,33432.98422508838,33432.98422508838,33491.76675877178,1
93,33457.439521716056,33457.439521716056,33596.24583987611,1
93,33478.68744524204,33490.23009721966,33790.10903133428,2
93,33474.77301963349,33474.77301963349,33851.68430965127,1
93,33777.28011816246,33790.10903133428,33881.42009721306,1
93,33918.32032582532,33918.32032582532,33941.67689021215,1
93,33944.22308177988,33944.22308177988,33944.68492790324,1
93,33653.662351035404,33653.662351035404,34007.8409799315,2
93,33720.616250265724,33720.616250265724,34043.73069680998,0
93,33958.230828580956,33958.230828580956,34056.99429018301,1
93,33823.52689607044,33851.68430965127,34129.913964027735,0
93,34722.11653045092,34722.11653045092,34886.654429723814,1
93,34874.727798266824,34874.727798266824,34928.802704863076,0
93,35142.06712193248,35142.06712193248,35231.07814432732,1
93,35013.95156551042,35013.95156551042,35272.65102967781,0
93,35141.633015712585,35141.633015712585,35350.631614631835,2
93,35231.77062922808,35231.77062922808,35390.529847291305,1
93,35453.34664096711,35453.34664096711,35814.88985579911,2
94,0,0,36.10839518209861,1
94,406.40520461915463,406.40520461915463,649.5894408055165,1
94,341.514140035698,341.514140035698,715.7773842160234,2
94,1154.247740976613,1154.247740976613,1401.3528145290297,0
94,1235.3701640643403,1235.3701640643403,1443.201555632306,2
94,1494.8861998908517,1494.8861998908517,1896.296550340367,1
94,1945.4899684011023,1945.4899684011023,2004.2928056956848,1
94,1920.7019744353775,1920.7019744353775,2058.4480404703463,0
94,2128.170501857192,2128.170501857192,2199.322672122605,1
94,2419.8498752851515,2419.8498752851515,2423.9524438889043,1
94,2869.6154151544656,2869.6154151544656,2900.9184287290427,1
94,2787.080079276444,2787.080079276444,2903.4246183703835,1
94,2876.585588502281,2876.585588502281,2907.98977671593,1
94,2840.4636770950983,2840.4636770950983,2994.0510848095355,2
94,3057.226253605885,3057.226253605885,3068.2166781559604,0
94,2965.528916418021,2965.528916418021,3102.343118652664,0
94,3120.261751490512,3120.261751490512,3210.280346296351,1
94,3257.0196254717175,3257.0196254717175,3380.3338882973803,2
94,3697.8925939638502,3697.8925939638502,3821.3651004728736,1
94,3741.0194437881205,3741.0194437881205,3857.4787047018012,1
94,3755.946094460184,3755.946094460184,3954.973856645776,1
94,3892.2700547652753,3892.2700547652753,4091.471435698199,1
94,4139.766293022117,4139.766293022117,4214.998639352631,0
94,3198.8107515636098,3198.8107515636098,4337.64322755021,1
94,4205.748347072475,4205.748347072475,4339.966803945016,2
94,4335.944043209405,4337.64322755021,4436.995644640086,2
94,4558.490878040319,4558.490878040319,4607.467708490581,2
94,4594.6368321541,4594.6368321541,4681.1820232301925,1
94,4126.955501989172,4126.955501989172,4733.459849123323,1
94,4794.752240374518,4794.752240374518,4820.255326434326,1
94,4299.623803713594,4299.623803713594,4888.808666915222,2
94,5182.40526621906,5182.40526621906,5240.223852874971,2
94,5029.593969477008,5029.593969477008,5309.065841721976,1
94,5555.89096735602,5555.89096735602,5808.342238885891,2
94,5996.7818085648305,5996.7818085648305,6276.588687405668,2
94,5513.704414415935,5513.704414415935,6377.0748704495145,0
94,5582.020226850583,5582.020226850583,6557.397321090914,1
94,6605.06172645076,6605.06172645076,6667.681803572177,1
94,6837.8154160495105,6837.8154160495105,6866.170679795363,1
94,6711.048956884046,6711.048956884046,6976.368961606545,1
94,6865.270612385292,6865.270612385292,7142.750047102142,1
94,7112.866331914431,7112.866331914431,7191.125728084398,1
94,7040.230822131673,7040.230822131673,7320.635353003804,1
94,7626.25767875889,7626.25767875889,7639.8992764315835,0
94,7710.7204632919975,7710.7204632919975,7807.4843522620495,0
94,7778.430226906648,7778.430226906648,8207.847525841527,1
94,8250.785777677129,8250.785777677129,8906.851779483024,0
94,8840.00385075619,8840.00385075619,9049.046126539544,1
94,9251.988206722212,9251.988206722212,9276.82765387122,2
94,9336.954487261779,9336.954487261779,9411.771780273768,0
94,9028.477258181854,9028.477258181854,9416.060863911494,2
94,9340.202452467487,9340.202452467487,9537.25802434402,1
94,9416.671010161126,9416.671010161126,9773.566824380929,1
94,9683.648621905357,9683.648621905357,10368.105132477282,0
94,10504.224322259883,10504.224322259883,10654.680652318368,1
94,10674.815618445291,10674.815618445291,10734.8536119473,2
94,10067.052743098271,10067.052743098271,10847.617208929256,1
94,11011.944512060127,11011.944512060127,11157.473835710774,1
94,10770.625012488885,10770.625012488885,11252.366026358197,0
94,11089.97611961869,11089.97611961869,11374.191141531152,0
94,11836.124611117526,11836.124611117526,12177.69204335965,2
94,12319.845450099627,12319.845450099627,12374.972829644175,2
94,11776.046040405015,11776.046040405015,12415.482215710168,2
94,12223.58464628258,12223.58464628258,12683.462916243936,2
94,12772.001163580206,12772.001163580206,12873.257125250464,0
94,14032.37769358481,14032.37769358481,14041.836018140455,2
94,13748.38076593137,13748.38076593137,14180.785129671023,2
94,13043.135952855962,13043.135952855962,14255.716272962747,1
94,14044.115310308593,14044.115310308593,14262.964533090179,1
94,14359.108995012639,14359.108995012639,14479.485464058016,1
94,14073.972898785638,14073.972898785638,14545.749715565997,2
94,14109.692224664737,14180.785129671023,14711.72651955949,1
94,14757.607914882632,14757.607914882632,14878.620560325493,2
94,15058.877628997358,15058.877628997358,15126.189067922489,2
94,15430.056814229436,15430.056814229436,15440.839252132178,0
94,16168.850451374921,16168.850451374921,16235.075401487862,0
94,16216.435569399615,16216.435569399615,16479.843428800858,0
94,16545.420857336936,16545.420857336936,16550.71868376378,2
94,16118.818612952638,16118.818612952638,16560.090259820303,1
94,16113.855772961573,16113.855772961573,16740.955626779905,2
94,16751.091513305983,16751.091513305983,16831.983562115307,1
94,16996.489343653386,16996.489343653386,17108.59211604621,2
94,17263.668925565304,17263.668925565304,17367.111256298536,1
94,17670.68638158414,17670.68638158414,17689.127655384546,0
94,17731.935714677817,17731.935714677817,17739.561385412235,0
94,18334.034667006435,18334.034667006435,18372.419375940863,1
94,18002.83290184276,18002.83290184276,18554.025156053853,1
94,18719.431473729503,18719.431473729503,18896.069676838524,1
94,18196.88135005506,18196.88135005506,18938.89613309063,0
94,18713.611041868913,18713.611041868913,18987.25197449493,1
94,18892.705052495738,18892.705052495738,19356.00511337291,1
94,19370.40070893589,19370.40070893589,19538.510600704216,1
94,20351.394096308853,20351.394096308853,20358.670004084528,0
94,20464.74484964265,20464.74484964265,20511.866116932244,1
94,21451.355962398917,21451.355962398917,21523.635027124426,1
94,21515.895768528964,21523.635027124426,21608.424738775146,2
94,21642.648850896818,21642.648850896818,21888.4012292276,0
94,20608.432452564208,20608.432452564208,21897.817687369712,1
94,21892.572150267013,21892.572150267013,21983.896185925078,1
94,21406.000101102625,21406.000101102625,22179.81623601179,2
94,21267.695434669145,21267.695434669145,22187.633569152986,2
94,21933.8338629992,21933.8338629992,22511.662518957397,1
94,22535.346286946446,22535.346286946446,22594.696060799088,1
94,22748.682278675176,22748.682278675176,22984.543050429198,1
94,22674.679647549005,22674.679647549005,23130.454402870437,0
94,23048.8280087004,23048.8280087004,23497.41790432504,1
94,23680.6388688171,23680.6388688171,23682.92298058877,0
94,23662.5334546011,23662.5334546011,23749.80676746654,2
94,23760.348588961744,23760.348588961744,23765.36752820827,0
94,23725.63491973771,23725.63491973771,23801.04404129164,0
94,23391.39392020099,23391.39392020099,24307.074449937852,0
94,23865.903479661105,23865.903479661105,24351.650537670026,0
94,24116.347900484507,24116.347900484507,24362.290608137828,1
94,23507.332638352673,23507.332638352673,24379.16059476668,1
94,24239.342055433903,24307.074449937852,24907.966120732162,1
94,24939.232162086562,24939.232162086562,25072.883100745188,1
94,25051.084275808207,25051.084275808207,25387.26765783506,1
94,25304.50066603506,25304.50066603506,25716.159667730106,1
94,25764.22688526755,25764.22688526755,25828.61739065708,0
94,25957.90259914034,25957.90259914034,26153.830129613172,1
94,26114.526743091163,26114.526743091163,26312.318673519872,1
94,26098.890858992076,26098.890858992076,26383.0466789425,2
94,26311.057583303747,26383.0466789425,26416.67132097419,1
94,26251.687014028816,26312.318673519872,26450.380825349628,1
94,26222.164044739748,26222.164044739748,26551.15038236746,0
94,25978.476421966272,25978.476421966272,26598.377925514655,1
94,26676.324028588537,26676.324028588537,26783.290745088652,1
94,27169.914070764222,27169.914070764222,27299.72345417695,2
94,27448.83999399919,27448.83999399919,27666.821725187354,2
94,27605.944284495996,27605.944284495996,27673.368286620014,1
94,27362.85082373606,27362.85082373606,27694.676150626245,1
94,27961.19531642952,27961.19531642952,28056.162747272003,2
94,27622.677984915823,27622.677984915823,28136.825609976608,2
94,28843.015330492442,28843.015330492442,28937.075894163434,1
94,29714.998605875822,29714.998605875822,29824.656412229273,1
94,29866.510904239643,29866.510904239643,29937.918738695207,1
94,30136.718609677948,30136.718609677948,30290.023813452593,2
94,30287.518238126086,30287.518238126086,30355.45857921867,1
