replication,call_started,call_answered,call_ended,call_type
1,31332.945756989317,31332.945756989317,31921.4696646738,2
1,31938.31570465416,31938.31570465416,32018.29052316735,0
1,31882.559912825385,31882.559912825385,32180.48278058953,0
1,32386.271363215135,32386.271363215135,32387.86861935486,2
1,32267.60577279489,32267.60577279489,32786.34953473658,1
1,33000.07007376714,33000.07007376714,33082.777291917526,1
1,33138.014491293216,33138.014491293216,33150.654422914195,1
1,32284.864841170223,32284.864841170223,33156.10300554697,2
1,33304.24930767015,33304.24930767015,33383.567388573385,2
1,33527.53086837492,33527.53086837492,33570.73284527463,0
1,33695.13362323253,33695.13362323253,33696.95734215792,1
1,33959.69967983701,33959.69967983701,33997.23438216019,1
1,33760.80983327151,33760.80983327151,34154.04744583525,0
1,34221.16950947999,34221.16950947999,34449.06420912288,1
1,34557.41358447227,34557.41358447227,34573.48788394998,0
1,35097.328685022134,35097.328685022134,35657.22898876083,0
1,35198.11667601991,35198.11667601991,35710.72979259642,1
1,35723.63631868238,35723.63631868238,35734.60876772136,1
1,35797.65772120786,35797.65772120786,35965.22916436092,2
1,35181.28768932253,35181.28768932253,35980.430980893085,1
2,135.39453114607213,135.39453114607213,172.38622863926486,1
2,0,0,300.65677774702505,1
2,189.3425824376069,189.3425824376069,313.23384867159774,0
2,222.01512130501504,222.01512130501504,652.6675453553046,2
2,240.60449498249045,240.60449498249045,955.3959924154495,1
2,923.7356403389231,923.7356403389231,1090.6462915207048,1
2,1162.869789277248,1162.869789277248,1210.3195066201397,1
2,709.3913681512471,709.3913681512471,1346.2878074380174,2
2,1152.2259151649278,1152.2259151649278,1417.9053769739185,0
2,2040.275216497212,2040.275216497212,2382.7236707336956,1
2,2862.258252777762,2862.258252777762,2935.9891798957165,1
2,2943.0665748613046,2943.0665748613046,2971.115536439119,2
2,2698.0330151170037,2698.0330151170037,3010.3204519564774,0
2,3383.097986526833,3383.097986526833,3409.771195807123,2
2,3376.599601276126,3376.599601276126,3673.183588937642,1
2,4028.6075791941453,4028.6075791941453,4225.157594914838,1
2,3702.4989457695674,3702.4989457695674,4238.841875678945,2
2,4183.067039089126,4225.157594914838,4521.121230037471,1
2,4053.913795360614,4053.913795360614,4669.020916835213,1
2,4169.878182438647,4169.878182438647,4763.977801810586,0
2,4383.890470999928,4383.890470999928,5298.827782607103,1
2,5705.51142129914,5705.51142129914,5706.495597723189,0
2,6319.535249837354,6319.535249837354,6472.307056292083,1
2,6561.967184396436,6561.967184396436,6584.963946218732,0
2,6740.048295415141,6740.048295415141,6807.367868899788,1
2,6813.661779764425,6813.661779764425,7058.816080871499,1
2,6692.826041052745,6692.826041052745,7189.3493275484925,0
2,7174.579888494685,7174.579888494685,7270.053314815888,2
2,7815.2098948900875,7815.2098948900875,8050.863060298735,0
2,8063.2656574987395,8063.2656574987395,8543.993628809683,1
2,7824.952109130405,7824.952109130405,8590.607105318259,1
2,7485.588404068457,7485.588404068457,8609.446409378143,1
2,8026.2361677372255,8026.2361677372255,8636.51560793167,0
2,8396.679520613623,8543.993628809683,8637.402969975976,1
2,9115.360380449833,9115.360380449833,9118.636598534367,2
2,9009.163597043706,9009.163597043706,9218.166113180783,1
2,9198.371651344083,9198.371651344083,9309.043523900133,2
2,9572.769386979591,9572.769386979591,9838.951405001117,0
2,9791.14113703917,9791.14113703917,10057.090744067027,1
2,10682.598339507524,10682.598339507524,10783.262421190708,1
2,10340.648759145508,10340.648759145508,10826.557316520983,0
2,10632.762309108784,10632.762309108784,11049.127568658474,0
2,11076.316722493111,11076.316722493111,11169.985725366481,0
2,10617.013810647544,10617.013810647544,11407.190181389084,0
2,11282.07381758039,11282.07381758039,11509.987410835014,1
2,11359.42211886045,11359.42211886045,11529.75174804839,2
2,11741.343015766872,11741.343015766872,11850.481706368577,1
2,11590.944511394846,11590.944511394846,11929.747840266395,1
2,12016.004436336309,12016.004436336309,12147.08700502397,1
2,11277.353955071414,11277.353955071414,12334.894656309149,1
2,12952.589689105445,12952.589689105445,12962.666401060023,2
2,13168.304949089637,13168.304949089637,13582.729749924507,1
2,13634.627900351094,13634.627900351094,13637.70044552076,2
2,13218.613018409207,13218.613018409207,13685.089001486089,1
2,13929.458252600814,13929.458252600814,14107.85660312228,0
2,12157.04270609053,12157.04270609053,14132.951165024286,0
2,14095.82714177032,14095.82714177032,14436.328113713014,1
2,14267.595056245947,14267.595056245947,14473.147536140967,2
2,13933.155960761096,13933.155960761096,14506.166188879615,1
2,14509.392514714713,14509.392514714713,14742.720914657568,1
2,14934.757103182359,14934.757103182359,15051.411811032982,1
2,14881.11361392175,14881.11361392175,15073.31394872015,2
2,14228.514181214368,14228.514181214368,15132.327923190336,1
2,15500.985999280552,15500.985999280552,15533.508894126302,0
2,14944.961699286308,14944.961699286308,15537.279320211186,0
2,15378.024642642016,15378.024642642016,15593.409154505876,2
2,15557.587883509106,15557.587883509106,15922.497635734806,1
2,15735.453679998605,15735.453679998605,15940.00578262659,1
2,16014.157725121586,16014.157725121586,16123.863503635639,1
2,15900.309642888506,15900.309642888506,16342.084935017972,1
2,15507.585282476344,15507.585282476344,16818.693282533295,1
2,16611.16835660115,16611.16835660115,16976.49088067747,1
2,17290.632245231023,17290.632245231023,17492.746657054267,1
2,16972.45564701274,16972.45564701274,17559.35959542984,0
2,17305.468952135267,17492.746657054267,17608.319466402296,1
2,17746.18443017118,17746.18443017118,17767.80547008313,1
2,16785.70569110358,16785.70569110358,17853.761672952067,1
2,17765.46987196205,17767.80547008313,17869.667708665584,1
2,17033.930275982013,17033.930275982013,17891.386183684597,1
2,17446.4912966601,17559.35959542984,17959.33078205451,0
2,17971.325702681952,17971.325702681952,18150.602030577087,1
2,17770.05135466683,17853.761672952067,18192.603783181363,1
2,17859.328767145063,17869.667708665584,18406.85517558988,1
2,18454.603915318934,18454.603915318934,18485.100652161116,1
2,18296.371177485315,18296.371177485315,18904.548778317356,1
2,18668.53296179806,18668.53296179806,18991.83312968792,2
2,18783.19037885323,18783.19037885323,19105.71659948492,2
2,19050.672035761716,19050.672035761716,19213.652681275515,1
2,18872.724480573528,18872.724480573528,19292.691143071774,0
2,19474.777204368635,19474.777204368635,19647.48740921241,0
2,20368.243309205136,20368.243309205136,20450.2538608651,1
2,20580.573436875682,20580.573436875682,20655.935503095898,2
2,20455.783259087624,20455.783259087624,20733.337890073413,0
2,20705.41580660981,20705.41580660981,20790.21680851915,1
2,20989.792363233504,20989.792363233504,21002.24831913847,2
2,21048.31472945354,21048.31472945354,21225.771440705637,2
2,20427.73820954971,20427.73820954971,21296.724304564425,0
2,22305.934672764735,22305.934672764735,22373.042511209635,1
2,21947.9120375872,21947.9120375872,22577.431383753694,2
2,22055.186904707476,22055.186904707476,22757.442007154896,2
2,22468.642792341027,22468.642792341027,23022.446374843632,1
2,23358.917454911174,23358.917454911174,23553.8654048682,0
2,23067.950868723354,23067.950868723354,23561.19154750234,1
2,23661.756852190734,23661.756852190734,23826.370169280945,1
2,24764.277389233208,24764.277389233208,24874.62206911279,1
2,24857.36948305866,24857.36948305866,24930.423127572605,2
2,24354.706211410572,24354.706211410572,24972.33926343998,1
2,25262.21159168676,25262.21159168676,25326.78501642483,1
2,25279.35540533501,25279.35540533501,25476.66085951257,1
2,25114.512531412867,25114.512531412867,25484.194141982756,1
2,24740.492494512226,24740.492494512226,25509.60618471208,1
2,25399.864600376135,25399.864600376135,25551.46910656953,1
2,25497.786138632382,25497.786138632382,25830.882973230822,1
2,26286.19529508047,26286.19529508047,26319.063994271506,1
2,26221.600828485203,26221.600828485203,26523.25723279314,0
2,26654.731874473036,26654.731874473036,26674.185244600507,1
2,26187.41614023766,26187.41614023766,26790.823136105886,0
2,26820.841438454197,26820.841438454197,26935.50163758841,1
2,27220.611478741248,27220.611478741248,27461.700826572724,2
2,27575.48219982458,27575.48219982458,27698.637893656254,2
2,27784.459770187645,27784.459770187645,27805.93424783257,1
2,26856.485502406915,26856.485502406915,27973.476984496276,1
2,28043.667849483194,28043.667849483194,28218.637262422373,0
2,27877.00960433263,27877.00960433263,28479.446789894922,1
2,28125.70658926513,28125.70658926513,28768.13686236839,2
2,28869.634364234615,28869.634364234615,28893.06498127691,0
2,29232.811073279077,29232.811073279077,29346.07595570518,1
2,29915.050824214988,29915.050824214988,29983.501613351542,2
2,29502.5107533532,29502.5107533532,29991.927767901147,1
2,29841.501245373,29841.501245373,30017.407115713508,1
2,29608.64422408032,29608.64422408032,30156.496336169177,2
2,30300.88315708053,30300.88315708053,30313.588942917533,1
2,30052.120834675756,30052.120834675756,30361.018170086747,2
2,30549.71034552819,30549.71034552819,30578.03295229567,0
2,31180.002037591326,31180.002037591326,31181.428223623003,2
2,32628.764068866265,32628.764068866265,32713.044751207723,0
2,32774.30582001227,32774.30582001227,32898.26052062544,1
2,33612.39051306261,33612.39051306261,33901.348810371666,0
2,35016.35031295873,35016.35031295873,35186.47110763426,2
2,34970.789087993726,34970.789087993726,35213.0051567136,1
2,35000.59551115605,35000.59551115605,35374.772569265246,0
2,35361.18235971579,35361.18235971579,35550.09664713667,1
2,35674.57483346147,35674.57483346147,35732.90838315878,0
2,35916.17157129167,35916.17157129167,35928.13143943123,1
3,0,0,189.0796984298921,1
3,329.90879600460306,329.90879600460306,331.8238863510874,1
3,312.61016447509246,312.61016447509246,749.7502937915598,0
3,1030.2407907254849,1030.2407907254849,1448.4293391360907,0
3,1155.2184685986153,1155.2184685986153,1729.8262943328887,1
3,2133.9948050867056,2133.9948050867056,2458.7863867961364,1
3,1890.5206246977468,1890.5206246977468,2627.122608412894,0
3,2364.645364288745,2364.645364288745,2682.635258092609,1
3,1906.1478511103053,1906.1478511103053,2732.457038481067,1
3,2824.101266392516,2824.101266392516,3174.1947895692833,1
3,2800.2553675111108,2800.2553675111108,3206.352935114934,1
3,3268.263697029487,3268.263697029487,3312.238337328472,0
3,3027.504786810118,3027.504786810118,3593.2734459434478,2
3,3516.1949839813124,3516.1949839813124,3705.3658596087835,2
3,3560.5740588800754,3560.5740588800754,3728.6088346241568,0
3,3582.594407601092,3582.594407601092,3842.2368094089506,0
3,3802.00900569793,3802.00900569793,4046.7835642632795,0
3,3818.314547834763,3818.314547834763,4440.976351538397,2
3,4649.375590597563,4649.375590597563,5023.508545270124,0
3,3950.7614787045422,3950.7614787045422,5198.603896463589,1
3,5164.837462107718,5164.837462107718,5208.060124265702,1
3,5201.515041888539,5208.060124265702,5356.856573240657,1
3,5182.110288362412,5198.603896463589,5365.417689243211,0
3,4841.2043902013165,4841.2043902013165,5816.86340970886,2
3,5037.795505004474,5037.795505004474,6020.340270958437,1
3,6040.1809053706875,6040.1809053706875,6283.396355502554,1
3,5504.436868300061,5504.436868300061,6318.474272692309,2
3,5793.553392740529,5793.553392740529,6374.770500979538,0
3,6422.191039658299,6422.191039658299,7019.867408091678,1
3,6573.835816144652,6573.835816144652,7095.335990624634,0
3,7482.008795205395,7482.008795205395,7487.53311690437,1
3,7556.236623505772,7556.236623505772,7663.825775516136,1
3,7698.732283472363,7698.732283472363,7710.392030914238,2
3,6761.365522919092,6761.365522919092,7754.66639632225,2
3,8117.089695483696,8117.089695483696,8240.850315939868,2
3,8114.915662605807,8114.915662605807,8245.076979318257,1
3,8668.89043283765,8668.89043283765,8670.207588100924,0
3,8579.039786151121,8579.039786151121,8702.990163283002,0
3,8683.06617227048,8683.06617227048,8873.215244329067,0
3,8610.16794032453,8610.16794032453,8941.311325800987,0
3,9013.221294428802,9013.221294428802,9109.962078242583,0
3,8977.499770249151,8977.499770249151,9140.072223943933,0
3,8836.86101477395,8836.86101477395,9250.108663499288,0
3,9056.072736533131,9109.962078242583,9461.728939307051,2
3,9004.902566120134,9004.902566120134,9819.674627505723,0
3,9780.949892450897,9780.949892450897,10042.530904562858,2
3,9707.363613927146,9707.363613927146,10055.761901942273,2
3,10215.07800093893,10215.07800093893,10280.679657702498,0
3,10121.794342458537,10121.794342458537,10594.011102147966,2
3,10510.357815576524,10510.357815576524,10693.884369208761,0
3,11202.432857762706,11202.432857762706,11218.610586545976,1
3,10923.24640747152,10923.24640747152,11275.128946303521,1
3,11640.801754894292,11640.801754894292,11878.636267793809,2
3,11977.424543088622,11977.424543088622,12117.163517256218,0
3,11570.87345587879,11570.87345587879,12314.937224371735,0
3,13147.257569638414,13147.257569638414,13179.261380615415,2
3,13367.807291347395,13367.807291347395,13465.355269528674,1
3,13490.174848679631,13490.174848679631,13544.627879882579,1
3,13711.225982666952,13711.225982666952,13946.278857809033,0
3,12841.326288196939,12841.326288196939,14094.308497698206,1
3,13860.396106551294,13860.396106551294,14097.509935649026,2
3,14243.33452998137,14243.33452998137,14294.933040816924,2
3,14112.13447671752,14112.13447671752,14650.235621103082,1
3,14582.496178435706,14582.496178435706,14916.621444500463,1
3,14945.516751333835,14945.516751333835,15028.99123853179,1
3,14927.596942530921,14927.596942530921,15218.904927514162,2
3,15366.789781034431,15366.789781034431,15382.4297379652,1
3,15188.930454229669,15188.930454229669,15388.70704475517,1
3,15646.407292867707,15646.407292867707,15794.591242963528,2
3,15316.156071830665,15316.156071830665,16355.94321851363,0
3,16330.602816266895,16330.602816266895,16637.85968591811,2
3,16550.787266883726,16550.787266883726,16795.063614287745,1
3,16806.342939067115,16806.342939067115,17194.454166142055,0
3,17145.947199350514,17145.947199350514,17270.798497091095,2
3,17179.137806067672,17179.137806067672,17636.780395196216,1
3,17797.37200168472,17797.37200168472,17814.530894167576,1
3,17336.844894837268,17336.844894837268,17889.321200122802,0
3,17270.380866408253,17270.380866408253,18127.622938775967,2
3,17513.126012324494,17513.126012324494,18510.390974460002,0
3,18080.296868884354,18080.296868884354,18643.898990479604,2
3,18608.882921110635,18608.882921110635,18785.262902888197,2
3,18284.637754287374,18284.637754287374,18800.434935827063,2
3,18721.800401404096,18721.800401404096,18894.87859803781,0
3,19028.93088340704,19028.93088340704,19286.29298252711,1
3,19478.32609197461,19478.32609197461,19497.659991268494,1
3,19609.310897318566,19609.310897318566,19980.62526245841,1
3,19659.90786816136,19659.90786816136,20084.790415164454,1
3,20233.12973083079,20233.12973083079,20452.509690742547,2
3,20225.643444327732,20225.643444327732,21123.71099094148,1
3,21226.55227118287,21226.55227118287,21243.756720355606,0
3,21085.03844462997,21085.03844462997,21454.158120733508,1
3,21501.487147135744,21501.487147135744,21604.983262116635,1
3,21379.96175186232,21379.96175186232,21727.693059318848,2
3,21881.63612814992,21881.63612814992,22123.837476871133,0
3,21996.391278168107,21996.391278168107,22156.45156962319,1
3,22120.93791052702,22120.93791052702,22275.08834144745,2
3,21206.145477212125,21206.145477212125,22449.64191065835,1
3,22532.964097360044,22532.964097360044,23221.258777191753,0
3,23252.102137073878,23252.102137073878,23333.932220501938,1
3,23422.85106548735,23422.85106548735,23446.30452474412,1
3,23435.238039365217,23435.238039365217,23507.400436621763,0
3,23445.910254946026,23445.910254946026,23561.20982738483,1
3,23168.38504860567,23168.38504860567,23667.096824805016,0
3,23932.273489233754,23932.273489233754,24082.083130472278,1
3,23820.191799570803,23820.191799570803,24228.713350801554,1
3,24466.69137554563,24466.69137554563,24476.96703329649,0
3,24842.818617126377,24842.818617126377,24849.52716994836,0
3,24841.705416016863,24841.705416016863,25029.54120029474,1
3,24860.38738599465,24860.38738599465,25114.650170445955,0
3,25014.599834492128,25014.599834492128,25451.8990028389,2
3,25664.441737562258,25664.441737562258,25870.578199942265,0
3,24762.10825941909,24762.10825941909,26126.892746023892,1
3,26142.171972259162,26142.171972259162,26218.373067441495,1
3,26898.747892751675,26898.747892751675,27079.483266754163,1
3,26203.57681694819,26203.57681694819,27111.251023700042,0
3,26777.288259472793,26777.288259472793,27140.95522607201,1
3,27177.401862441166,27177.401862441166,27235.577572688704,1
3,26991.38562951358,26991.38562951358,27324.673777276676,2
3,27708.63184900565,27708.63184900565,27801.911837063217,2
3,29461.93325356013,29461.93325356013,29578.82770752836,2
3,29528.43975228827,29528.43975228827,29613.039713644786,0
3,29599.212594418805,29599.212594418805,29667.262271956883,0
3,29082.239593111266,29082.239593111266,29668.150665680114,1
3,29707.589990733693,29707.589990733693,29852.4138050882,1
3,29212.08853341811,29212.08853341811,29974.52039262066,2
3,30209.850885229935,30209.850885229935,30509.43425605963,0
3,31434.7898780007,31434.7898780007,31529.42944554482,1
3,31749.487343593446,31749.487343593446,31793.977893270196,1
3,31209.530804508122,31209.530804508122,31875.23183767299,1
3,31832.62813657265,31832.62813657265,32060.65252919142,0
3,31973.05339729832,32060.65252919142,32217.167016546533,1
3,32001.990960905863,32217.167016546533,32221.763243819656,1
3,31477.02424929767,31477.02424929767,32243.110558665667,0
3,31941.543304579416,31941.543304579416,32288.99867118254,1
3,31400.24900229391,31400.24900229391,32314.38323533596,0
3,32483.996674941274,32483.996674941274,32526.235273768878,1
3,32198.383559830785,32221.763243819656,32530.007134579715,1
3,33170.37592321247,33170.37592321247,33368.49823367832,2
3,33439.674165232216,33439.674165232216,33457.8343723247,2
3,34505.65735534365,34505.65735534365,34611.91246790753,1
3,35124.9434838424,35124.9434838424,35215.74125264008,0
3,35303.23388853388,35303.23388853388,35307.845256899745,1
3,35282.31803120367,35282.31803120367,35356.48696670281,0
3,35274.1287387168,35274.1287387168,35747.92411569765,0
3,35766.883931528406,35766.883931528406,35888.91299618574,0
3,35836.0759854957,35836.0759854957,35926.20696085015,1
4,0,0,120.47411098707782,1
4,363.1610253752884,363.1610253752884,540.4822234618503,2
4,449.55479325251815,449.55479325251815,684.9242487617059,1
4,747.4396876832022,747.4396876832022,1209.0725049045247,0
4,1157.4205448333983,1157.4205448333983,1646.479385302849,0
4,1629.2158637207317,1629.2158637207317,1949.9082394713796,0
4,2106.6608234933146,2106.6608234933146,2112.8914924508003,0
4,1699.1837968000402,1699.1837968000402,2142.101309297841,2
4,2007.982145877013,2007.982145877013,2198.640658749477,2
4,2339.182336837806,2339.182336837806,2465.4953548954672,1
4,2469.1199832402613,2469.1199832402613,2845.748311421345,1
4,2911.1110145919065,2911.1110145919065,2980.6149766808726,2
4,3238.7251074526566,3238.7251074526566,3424.308943133313,0
4,3478.639739216989,3478.639739216989,3580.2521858066334,0
4,3831.131127875477,3831.131127875477,3912.9513192415184,1
4,3030.2442236861657,3030.2442236861657,3943.7762197254633,1
4,4141.613500681456,4141.613500681456,4186.354126474596,1
4,3856.8740741889105,3856.8740741889105,4246.609068355759,1
4,3852.5486837736444,3852.5486837736444,4467.733250711414,2
4,4825.11284874648,4825.11284874648,5034.562364680825,1
4,5278.692497857367,5278.692497857367,5285.321426569221,0
4,4461.295009452471,4461.295009452471,5383.969702846412,1
4,5280.214397398991,5280.214397398991,5518.142346283368,0
4,4443.526713484405,4443.526713484405,5541.191855631608,1
4,5285.405868726958,5285.405868726958,5755.04789119481,0
4,5944.682569561833,5944.682569561833,6060.062228105675,2
4,6191.438881430274,6191.438881430274,6245.006575308284,2
4,6064.238557745749,6064.238557745749,6585.625904535298,0
4,6531.814140769023,6531.814140769023,6598.681278413807,1
4,6380.092342221797,6380.092342221797,6657.047304656742,0
4,7093.989844987934,7093.989844987934,7105.031116636999,1
4,7282.475232041205,7282.475232041205,7446.29858420347,0
4,7450.68431737099,7450.68431737099,7500.02671719217,1
4,7417.205527277428,7417.205527277428,7568.841968424305,1
4,7764.326563944385,7764.326563944385,7771.917787818746,1
4,7765.606321471612,7765.606321471612,7958.575459399194,0
4,8112.519239676039,8112.519239676039,8518.66716288109,1
4,8673.475344316981,8673.475344316981,9109.734267862024,2
4,9072.106807073456,9072.106807073456,9372.77478437994,0
4,9231.134725891521,9231.134725891521,9492.008147816687,2
4,9655.085066328875,9655.085066328875,10622.710084782715,1
4,10785.569610523771,10785.569610523771,10873.212093996177,1
4,11572.930297760522,11572.930297760522,11573.669340328519,0
4,11850.570993683818,11850.570993683818,11905.791049810305,1
4,10958.303165552232,10958.303165552232,12009.972665132856,1
4,12613.448438576337,12613.448438576337,12674.344039345868,0
4,12313.751298488885,12313.751298488885,12679.967277140031,1
4,12693.319421765655,12693.319421765655,12807.177521802347,1
4,13105.735751572583,13105.735751572583,13148.565826117254,0
4,12905.478889980925,12905.478889980925,13162.216942808464,0
4,13434.89912837463,13434.89912837463,13512.93465003357,1
4,14084.854651726137,14084.854651726137,14420.07975539838,2
4,14286.531865601295,14286.531865601295,14485.269664985659,0
4,13634.948182494361,13634.948182494361,14513.446546427505,1
4,15400.689863508338,15400.689863508338,15532.3437633436,1
4,17144.060952656168,17144.060952656168,17145.11757146226,0
4,17308.02780883359,17308.02780883359,17496.19968272919,1
4,17381.17340460651,17381.17340460651,17511.02231584776,1
4,17368.18890104792,17368.18890104792,17528.528294466392,2
4,17941.971898732158,17941.971898732158,17968.957663474983,0
4,17736.537685405,17736.537685405,18279.248847108145,1
4,17911.68189039199,17911.68189039199,18546.78340112333,1
4,18237.822338940037,18237.822338940037,18646.431592853347,1
4,18661.363106907887,18661.363106907887,18918.04173601806,0
4,18767.95904733838,18767.95904733838,18922.21146890983,0
4,18752.14162269168,18752.14162269168,19251.27750072876,2
4,19160.1653990889,19160.1653990889,19395.714238474542,1
4,19460.665549882637,19460.665549882637,19472.32198401752,1
4,19591.39728057496,19591.39728057496,19634.21237627488,1
4,19484.872136524064,19484.872136524064,19865.949067193913,0
4,19872.820964424063,19872.820964424063,19902.286332312062,0
4,19891.123035776498,19891.123035776498,19949.7807551626,1
